date,spx,dax
23/12/2002,897.380005,3000.840088
24/12/2002,892.469971,null
26/12/2002,889.659973,null
27/12/2002,875.400024,2840
30/12/2002,879.390015,2892.629883
31/12/2002,879.820007,null
02/01/2003,909.030029,3105.040039
03/01/2003,908.590027,3092.939941
06/01/2003,929.01001,3157.25
07/01/2003,922.929993,3112.77002
08/01/2003,909.929993,2993
09/01/2003,927.570007,3037.679932
10/01/2003,927.570007,3037.330078
13/01/2003,926.26001,3060.649902
14/01/2003,931.659973,3098.719971
15/01/2003,918.219971,3049.399902
16/01/2003,914.599976,3054.110107
17/01/2003,901.780029,2918.820068
21/01/2003,887.619995,2870.570068
22/01/2003,878.359985,2803.25
23/01/2003,887.340027,2811.219971
24/01/2003,861.400024,2717.820068
27/01/2003,847.47998,2643.800049
28/01/2003,858.539978,2671.360107
29/01/2003,864.359985,2706.570068
30/01/2003,844.609985,2693.780029
31/01/2003,855.700012,2747.830078
03/02/2003,860.320007,2751.98999
04/02/2003,848.200012,2632.97998
05/02/2003,843.590027,2725.879883
06/02/2003,838.150024,2649
07/02/2003,829.690002,2569.340088
10/02/2003,835.969971,2586.090088
11/02/2003,829.200012,2627
12/02/2003,818.679993,2571.25
13/02/2003,817.369995,2555.27002
14/02/2003,834.890015,2674.459961
18/02/2003,851.169983,2740.139893
19/02/2003,845.130005,2624.649902
20/02/2003,837.099976,2591.26001
21/02/2003,848.169983,2648.870117
24/02/2003,832.580017,2571.350098
25/02/2003,838.570007,2485.5
26/02/2003,827.549988,2450.199951
27/02/2003,837.280029,2513.219971
28/02/2003,841.150024,2547.050049
03/03/2003,834.809998,2549.649902
04/03/2003,821.98999,2501.030029
05/03/2003,829.849976,2498.02002
06/03/2003,822.099976,2437.51001
07/03/2003,828.890015,2431.659912
10/03/2003,807.47998,2329.040039
11/03/2003,800.72998,2305.300049
12/03/2003,804.190002,2202.959961
13/03/2003,831.900024,2354.310059
14/03/2003,833.27002,2403.189941
17/03/2003,862.789978,2487.120117
18/03/2003,866.450012,2584.610107
19/03/2003,874.02002,2615.219971
20/03/2003,875.669983,2604.850098
21/03/2003,895.789978,2715.060059
24/03/2003,864.22998,2548.370117
25/03/2003,874.73999,2636.100098
26/03/2003,869.950012,2579.330078
27/03/2003,868.52002,2584.050049
28/03/2003,863.5,2520.840088
31/03/2003,848.179993,2423.870117
01/04/2003,858.47998,2450.189941
02/04/2003,880.900024,2589.350098
03/04/2003,876.450012,2569.810059
04/04/2003,878.849976,2654.070068
07/04/2003,879.929993,2808.939941
08/04/2003,878.289978,2767.790039
09/04/2003,865.98999,2734.100098
10/04/2003,871.580017,2697.100098
11/04/2003,868.299988,2733.949951
14/04/2003,885.22998,2776.780029
15/04/2003,890.809998,2834.120117
16/04/2003,879.909973,2824.679932
17/04/2003,893.580017,2899.780029
21/04/2003,892.01001,null
22/04/2003,911.369995,2960.959961
23/04/2003,919.02002,2974.399902
24/04/2003,911.429993,2891.620117
25/04/2003,898.809998,2838.22998
28/04/2003,914.840027,2953.919922
29/04/2003,917.840027,2908.959961
30/04/2003,916.919983,2942.040039
01/05/2003,916.299988,null
02/05/2003,930.080017,2986
05/05/2003,926.549988,3013.040039
06/05/2003,934.390015,3066.949951
07/05/2003,929.619995,3005.639893
08/05/2003,920.27002,2886.080078
09/05/2003,933.409973,2956.590088
12/05/2003,945.109985,2937.26001
13/05/2003,942.299988,2909.949951
14/05/2003,939.280029,2926.030029
15/05/2003,946.669983,2989.379883
16/05/2003,944.299988,2989.080078
19/05/2003,920.77002,2850.679932
20/05/2003,919.72998,2838.929932
21/05/2003,923.419983,2827.25
22/05/2003,931.869995,2865.209961
23/05/2003,933.219971,2822.830078
27/05/2003,951.47998,2873.600098
28/05/2003,953.219971,2919.540039
29/05/2003,949.640015,2906.709961
30/05/2003,963.590027,2982.679932
02/06/2003,967,3064.560059
03/06/2003,971.559998,3026.820068
04/06/2003,986.23999,3080.02002
05/06/2003,990.140015,3039.76001
06/06/2003,987.76001,3127.459961
09/06/2003,975.929993,3094.76001
10/06/2003,984.840027,3140.340088
11/06/2003,997.47998,3178.149902
12/06/2003,998.51001,3219.469971
13/06/2003,988.609985,3168.709961
16/06/2003,1010.73999,3264.5
17/06/2003,1011.659973,3286.47998
18/06/2003,1010.090027,3304.149902
19/06/2003,994.700012,3247.110107
20/06/2003,995.690002,3238.97998
23/06/2003,981.640015,3186.389893
24/06/2003,983.450012,3217.340088
25/06/2003,975.320007,3198.820068
26/06/2003,985.820007,3241.219971
27/06/2003,976.219971,3224.659912
30/06/2003,974.5,3220.580078
01/07/2003,982.320007,3146.550049
02/07/2003,993.75,3241.040039
03/07/2003,985.700012,3241.919922
07/07/2003,1004.419983,3332.870117
08/07/2003,1007.840027,3344.459961
09/07/2003,1002.210022,3322.429932
10/07/2003,988.700012,3269.840088
11/07/2003,998.140015,3326.51001
14/07/2003,1003.859985,3396.070068
15/07/2003,1000.419983,3384.689941
16/07/2003,994.090027,3387.639893
17/07/2003,981.72998,3330.679932
18/07/2003,993.320007,3366.709961
21/07/2003,978.799988,3287
22/07/2003,988.109985,3318.149902
23/07/2003,988.609985,3304.47998
24/07/2003,981.599976,3374.820068
25/07/2003,998.679993,3356.889893
28/07/2003,996.52002,3417.77002
29/07/2003,989.280029,3428.120117
30/07/2003,987.48999,3429.030029
31/07/2003,990.309998,3487.860107
01/08/2003,980.150024,3438.889893
04/08/2003,982.820007,3405.310059
05/08/2003,965.460022,3438.360107
06/08/2003,967.080017,3375.659912
07/08/2003,974.119995,3331.889893
08/08/2003,977.590027,3332.23999
11/08/2003,980.590027,3339.580078
12/08/2003,990.349976,3381.709961
13/08/2003,984.030029,3398.889893
14/08/2003,990.51001,3452.699951
15/08/2003,990.669983,3443.929932
18/08/2003,999.73999,3507.22998
19/08/2003,1002.349976,3504.530029
20/08/2003,1000.299988,3501.22998
21/08/2003,1003.27002,3565.469971
22/08/2003,993.059998,3549.050049
25/08/2003,993.710022,3500.090088
26/08/2003,996.72998,3455.47998
27/08/2003,996.789978,3483.080078
28/08/2003,1002.840027,3492.669922
29/08/2003,1008.01001,3484.580078
02/09/2003,1021.98999,3567.199951
03/09/2003,1026.27002,3647.51001
04/09/2003,1027.969971,3668.669922
05/09/2003,1021.390015,3607.709961
08/09/2003,1031.640015,3641.530029
09/09/2003,1023.169983,3594.399902
10/09/2003,1010.919983,3536.870117
11/09/2003,1016.419983,3566.850098
12/09/2003,1018.630005,3508.060059
15/09/2003,1014.809998,3516.310059
16/09/2003,1029.319946,3564.75
17/09/2003,1025.969971,3561.030029
18/09/2003,1039.579956,3612.02002
19/09/2003,1036.300049,3578.699951
22/09/2003,1022.820007,3456.27002
23/09/2003,1029.030029,3411.02002
24/09/2003,1009.380005,3307.340088
25/09/2003,1003.27002,3326.27002
26/09/2003,996.849976,3324.850098
29/09/2003,1006.580017,3323.379883
30/09/2003,995.969971,3256.780029
01/10/2003,1018.219971,3329.830078
02/10/2003,1020.23999,3276.639893
03/10/2003,1029.849976,3419
06/10/2003,1034.349976,3404.909912
07/10/2003,1039.25,3355.780029
08/10/2003,1033.780029,3395.330078
09/10/2003,1038.72998,3481.899902
10/10/2003,1038.060059,3471.25
13/10/2003,1045.349976,3538.389893
14/10/2003,1049.47998,3538.129883
15/10/2003,1046.76001,3570.580078
16/10/2003,1050.069946,3577.719971
17/10/2003,1039.319946,3516.669922
20/10/2003,1044.680054,3559.330078
21/10/2003,1046.030029,3580.080078
22/10/2003,1030.359985,3490.600098
23/10/2003,1033.77002,3497.139893
24/10/2003,1028.910034,3452.639893
27/10/2003,1031.130005,3517.100098
28/10/2003,1046.790039,3586.929932
29/10/2003,1048.109985,3615.419922
30/10/2003,1046.939941,3639.659912
31/10/2003,1050.709961,3655.98999
03/11/2003,1059.02002,3744.5
04/11/2003,1053.25,3741.709961
05/11/2003,1051.810059,3717.699951
06/11/2003,1058.050049,3733.929932
07/11/2003,1053.209961,3782.560059
10/11/2003,1047.109985,3746.23999
11/11/2003,1046.569946,3729.870117
12/11/2003,1058.530029,3748.340088
13/11/2003,1058.410034,3765.590088
14/11/2003,1050.349976,3797.399902
17/11/2003,1043.630005,3674.540039
18/11/2003,1034.150024,3666.280029
19/11/2003,1042.439941,3652.290039
20/11/2003,1033.650024,3638.040039
21/11/2003,1035.280029,3642.25
24/11/2003,1052.079956,3737.090088
25/11/2003,1053.890015,3733.159912
26/11/2003,1058.449951,3712.97998
28/11/2003,1058.199951,3745.949951
01/12/2003,1070.119995,3821.199951
02/12/2003,1066.619995,3809.26001
03/12/2003,1064.72998,3875.659912
04/12/2003,1069.719971,3874.780029
05/12/2003,1061.5,3841.72998
08/12/2003,1069.300049,3806.540039
09/12/2003,1060.180054,3846.179932
10/12/2003,1059.050049,3820.919922
11/12/2003,1071.209961,3858.850098
12/12/2003,1074.140015,3860.129883
15/12/2003,1068.040039,3875.469971
16/12/2003,1075.130005,3865.97998
17/12/2003,1076.47998,3847.570068
18/12/2003,1089.180054,3870.879883
19/12/2003,1088.660034,3898.419922
22/12/2003,1092.939941,3876.939941
23/12/2003,1096.02002,3903.340088
24/12/2003,1094.040039,null
26/12/2003,1095.890015,null
29/12/2003,1109.47998,3952.719971
30/12/2003,1109.640015,3965.159912
31/12/2003,1111.920044,null
02/01/2004,1108.47998,4018.5
05/01/2004,1122.219971,4035.899902
06/01/2004,1123.670044,4035.439941
07/01/2004,1126.329956,4004.399902
08/01/2004,1131.920044,4045.429932
09/01/2004,1121.859985,4016.179932
12/01/2004,1127.22998,3995.909912
13/01/2004,1121.219971,3996.219971
14/01/2004,1130.52002,4055.209961
15/01/2004,1132.050049,4068.75
16/01/2004,1139.829956,4111.640137
20/01/2004,1138.77002,4106.410156
21/01/2004,1147.619995,4138.040039
22/01/2004,1143.939941,4139.859863
23/01/2004,1141.550049,4151.830078
26/01/2004,1155.369995,4128.680176
27/01/2004,1144.050049,4134.419922
28/01/2004,1128.47998,4150.240234
29/01/2004,1134.109985,4095.709961
30/01/2004,1131.130005,4058.600098
02/02/2004,1135.26001,4071.600098
03/02/2004,1136.030029,4057.51001
04/02/2004,1126.52002,4028.370117
05/02/2004,1128.589966,4014.790039
06/02/2004,1142.76001,4044.98999
09/02/2004,1139.810059,4098.970215
10/02/2004,1145.540039,4110.799805
11/02/2004,1157.76001,4122.160156
12/02/2004,1152.109985,4121.649902
13/02/2004,1145.810059,4057.050049
17/02/2004,1156.98999,4095.860107
18/02/2004,1151.819946,4095.340088
19/02/2004,1147.060059,4141.529785
20/02/2004,1144.109985,4073.350098
23/02/2004,1140.98999,4068.709961
24/02/2004,1139.089966,3991.419922
25/02/2004,1143.670044,3995.340088
26/02/2004,1144.910034,4007.810059
27/02/2004,1144.939941,4018.159912
01/03/2004,1155.969971,4054.429932
02/03/2004,1149.099976,4100.339844
03/03/2004,1151.030029,4071.699951
04/03/2004,1154.869995,4133.779785
05/03/2004,1156.859985,4126.140137
08/03/2004,1147.199951,4145.990234
09/03/2004,1140.579956,4087.550049
10/03/2004,1123.890015,4044.699951
11/03/2004,1106.780029,3904.949951
12/03/2004,1120.569946,3915.379883
15/03/2004,1104.48999,3810.76001
16/03/2004,1110.699951,3822.370117
17/03/2004,1123.75,3896.790039
18/03/2004,1122.319946,3827.429932
19/03/2004,1109.780029,3819.149902
22/03/2004,1095.400024,3729.22998
23/03/2004,1093.949951,3728.820068
24/03/2004,1091.329956,3726.070068
25/03/2004,1109.189941,3811.919922
26/03/2004,1108.060059,3822.330078
29/03/2004,1122.469971,3881.25
30/03/2004,1127,3874.040039
31/03/2004,1126.209961,3856.699951
01/04/2004,1132.170044,3924.850098
02/04/2004,1141.810059,4007.600098
05/04/2004,1150.569946,4048.600098
06/04/2004,1148.160034,4022.810059
07/04/2004,1140.530029,4001.159912
08/04/2004,1139.319946,4013.530029
12/04/2004,1145.199951,null
13/04/2004,1129.439941,4071.419922
14/04/2004,1128.170044,4012.77002
15/04/2004,1128.839966,4004.610107
16/04/2004,1134.609985,4033.97998
19/04/2004,1135.819946,4025.070068
20/04/2004,1118.150024,4061.129883
21/04/2004,1124.089966,4026.149902
22/04/2004,1139.930054,4059.149902
23/04/2004,1140.599976,4103.620117
26/04/2004,1135.530029,4125.830078
27/04/2004,1138.109985,4134.100098
28/04/2004,1122.410034,4065.73999
29/04/2004,1113.890015,4008.909912
30/04/2004,1107.300049,3985.209961
03/05/2004,1117.48999,4007.649902
04/05/2004,1119.550049,3990.75
05/05/2004,1121.530029,4022.100098
06/05/2004,1113.98999,3909.459961
07/05/2004,1098.699951,3895.639893
10/05/2004,1087.119995,3784.610107
11/05/2004,1095.449951,3849.840088
12/05/2004,1097.280029,3776.23999
13/05/2004,1096.439941,3824.929932
14/05/2004,1095.699951,3803.100098
17/05/2004,1084.099976,3754.370117
18/05/2004,1091.48999,3789.23999
19/05/2004,1088.680054,3872.26001
20/05/2004,1089.189941,3839.320068
21/05/2004,1093.560059,3831.840088
24/05/2004,1095.410034,3867.840088
25/05/2004,1113.050049,3828.070068
26/05/2004,1114.939941,3867.52002
27/05/2004,1121.280029,3913.330078
28/05/2004,1120.680054,3902.719971
01/06/2004,1121.199951,3864.179932
02/06/2004,1124.98999,3888.310059
03/06/2004,1116.640015,3917.080078
04/06/2004,1122.5,3961.929932
07/06/2004,1140.420044,4017.810059
08/06/2004,1142.180054,4018.949951
09/06/2004,1131.329956,3997.76001
10/06/2004,1136.469971,4021.639893
14/06/2004,1125.290039,3948.649902
15/06/2004,1132.01001,3987.300049
16/06/2004,1133.560059,4003.23999
17/06/2004,1132.050049,3985.459961
18/06/2004,1135.02002,3999.790039
21/06/2004,1130.300049,3989.310059
22/06/2004,1134.410034,3928.389893
23/06/2004,1144.060059,3945.100098
24/06/2004,1140.650024,4007.050049
25/06/2004,1134.430054,4013.350098
28/06/2004,1133.349976,4069.350098
29/06/2004,1136.199951,4069.72998
30/06/2004,1140.839966,4052.72998
01/07/2004,1128.939941,4035.02002
02/07/2004,1125.380005,3998.77002
06/07/2004,1116.209961,3944.879883
07/07/2004,1118.329956,3930.580078
08/07/2004,1109.109985,3934.47998
09/07/2004,1112.810059,3924.48999
12/07/2004,1114.349976,3893.23999
13/07/2004,1115.140015,3903.879883
14/07/2004,1111.469971,3898.840088
15/07/2004,1106.689941,3847.189941
16/07/2004,1101.390015,3845.929932
19/07/2004,1100.900024,3812.629883
20/07/2004,1108.670044,3837.600098
21/07/2004,1093.880005,3877.47998
22/07/2004,1096.839966,3801.050049
23/07/2004,1086.199951,3797.330078
26/07/2004,1084.069946,3752.590088
27/07/2004,1094.829956,3814.080078
28/07/2004,1095.420044,3807.209961
29/07/2004,1100.430054,3889.679932
30/07/2004,1101.719971,3895.610107
02/08/2004,1106.619995,3862.709961
03/08/2004,1099.689941,3877.320068
04/08/2004,1098.630005,3823.73999
05/08/2004,1080.699951,3829.030029
06/08/2004,1063.969971,3727.73999
09/08/2004,1065.219971,3690.330078
10/08/2004,1079.040039,3720.639893
11/08/2004,1075.790039,3678.909912
12/08/2004,1063.22998,3658.110107
13/08/2004,1064.800049,3646.98999
16/08/2004,1079.339966,3699.110107
17/08/2004,1081.709961,3705.72998
18/08/2004,1095.170044,3726.5
19/08/2004,1091.22998,3722.98999
20/08/2004,1098.349976,3712.610107
23/08/2004,1095.680054,3772.139893
24/08/2004,1096.189941,3771
25/08/2004,1104.959961,3788.879883
26/08/2004,1105.089966,3832.280029
27/08/2004,1107.77002,3851.179932
30/08/2004,1099.150024,3838.850098
31/08/2004,1104.23999,3785.209961
01/09/2004,1105.910034,3817.620117
02/09/2004,1118.310059,3833.449951
03/09/2004,1113.630005,3866.98999
07/09/2004,1121.300049,3889.040039
08/09/2004,1116.27002,3884.159912
09/09/2004,1118.380005,3851.219971
10/09/2004,1123.920044,3886.030029
13/09/2004,1125.819946,3953.310059
14/09/2004,1128.329956,3947.75
15/09/2004,1120.369995,3941.75
16/09/2004,1123.5,3963.649902
17/09/2004,1128.550049,3988.070068
20/09/2004,1122.199951,3977.679932
21/09/2004,1129.300049,3991.02002
22/09/2004,1113.560059,3942.350098
23/09/2004,1108.359985,3905.659912
24/09/2004,1110.109985,3910.300049
27/09/2004,1103.52002,3874.370117
28/09/2004,1110.060059,3882.27002
29/09/2004,1114.800049,3920.360107
30/09/2004,1114.579956,3892.899902
01/10/2004,1131.5,3994.959961
04/10/2004,1135.170044,4033.280029
05/10/2004,1134.47998,4048.709961
06/10/2004,1142.050049,4049.659912
07/10/2004,1130.650024,4043.360107
08/10/2004,1122.140015,4015.540039
11/10/2004,1124.390015,4017.820068
12/10/2004,1121.839966,3966.47998
13/10/2004,1113.650024,3976.030029
14/10/2004,1103.290039,3940.459961
15/10/2004,1108.199951,3922.110107
18/10/2004,1114.02002,3915.169922
19/10/2004,1103.22998,3964.129883
20/10/2004,1103.660034,3912.399902
21/10/2004,1106.48999,3934.060059
22/10/2004,1095.73999,3935.139893
25/10/2004,1094.800049,3854.409912
26/10/2004,1111.089966,3862.26001
27/10/2004,1125.400024,3929.030029
28/10/2004,1127.439941,3959.590088
29/10/2004,1130.199951,3960.25
01/11/2004,1130.51001,4012.639893
02/11/2004,1130.560059,4037.570068
03/11/2004,1143.199951,4039.040039
04/11/2004,1161.670044,4041.379883
05/11/2004,1166.170044,4063.580078
08/11/2004,1164.890015,4068.969971
09/11/2004,1164.079956,4065.330078
10/11/2004,1162.910034,4089.129883
11/11/2004,1173.47998,4130.810059
12/11/2004,1184.170044,4143.350098
15/11/2004,1183.810059,4134.339844
16/11/2004,1175.430054,4117.220215
17/11/2004,1181.939941,4183.410156
18/11/2004,1183.550049,4178.680176
19/11/2004,1170.339966,4134.890137
22/11/2004,1177.23999,4123.97998
23/11/2004,1176.939941,4113.370117
24/11/2004,1181.76001,4125.299805
26/11/2004,1182.650024,4154.27002
29/11/2004,1178.569946,4146.97998
30/11/2004,1173.819946,4126
01/12/2004,1191.369995,4186.029785
02/12/2004,1190.329956,4216.399902
03/12/2004,1191.170044,4208.870117
06/12/2004,1190.25,4193.910156
07/12/2004,1177.069946,4212.620117
08/12/2004,1182.810059,4201.350098
09/12/2004,1189.23999,4150.410156
10/12/2004,1188,4174.549805
13/12/2004,1198.680054,4219.240234
14/12/2004,1203.380005,4231.299805
15/12/2004,1205.719971,4213.689941
16/12/2004,1203.209961,4233.709961
17/12/2004,1194.199951,4182.27002
20/12/2004,1194.650024,4211.549805
21/12/2004,1205.449951,4214.390137
22/12/2004,1209.569946,4241.279785
23/12/2004,1210.130005,4251.620117
27/12/2004,1204.920044,4235.359863
28/12/2004,1213.540039,4261.790039
29/12/2004,1213.449951,4247.75
30/12/2004,1213.550049,4256.080078
31/12/2004,1211.920044,null
03/01/2005,1202.079956,4291.529785
04/01/2005,1188.050049,4290.5
05/01/2005,1183.73999,4258.240234
06/01/2005,1187.890015,4300.939941
07/01/2005,1186.189941,4316.399902
10/01/2005,1190.25,4307.370117
11/01/2005,1182.98999,4258.009766
12/01/2005,1187.699951,4208.819824
13/01/2005,1177.449951,4212.140137
14/01/2005,1184.52002,4232.359863
18/01/2005,1195.97998,4250.709961
19/01/2005,1184.630005,4245.549805
20/01/2005,1175.410034,4220.430176
21/01/2005,1167.869995,4213.700195
24/01/2005,1163.75,4201.890137
25/01/2005,1168.410034,4233.950195
26/01/2005,1174.069946,4214.120117
27/01/2005,1174.550049,4216.410156
28/01/2005,1171.359985,4201.810059
31/01/2005,1181.27002,4254.850098
01/02/2005,1189.410034,4279.970215
02/02/2005,1193.189941,4296.310059
03/02/2005,1189.890015,4281.640137
04/02/2005,1203.030029,4339.279785
07/02/2005,1201.719971,4366.350098
08/02/2005,1202.300049,4371.390137
09/02/2005,1191.98999,4353.149902
10/02/2005,1197.01001,4342.009766
11/02/2005,1205.300049,4387.799805
14/02/2005,1206.140015,4386.399902
15/02/2005,1210.119995,4402.029785
16/02/2005,1210.339966,4368.77002
17/02/2005,1200.75,4369.680176
18/02/2005,1201.589966,4359.470215
22/02/2005,1184.160034,4323.209961
23/02/2005,1190.800049,4310.660156
24/02/2005,1200.199951,4304.290039
25/02/2005,1211.369995,4348.640137
28/02/2005,1203.599976,4350.490234
01/03/2005,1210.410034,4383.620117
02/03/2005,1210.079956,4393.430176
03/03/2005,1210.469971,4373.27002
04/03/2005,1222.119995,4423.52002
07/03/2005,1225.310059,4428.089844
08/03/2005,1219.430054,4396.5
09/03/2005,1207.01001,4375.600098
10/03/2005,1209.25,4337.680176
11/03/2005,1200.079956,4360.490234
14/03/2005,1206.829956,4367.299805
15/03/2005,1197.75,4387.689941
16/03/2005,1188.069946,4309.109863
17/03/2005,1190.209961,4315.919922
18/03/2005,1189.650024,4327.180176
21/03/2005,1183.780029,4296.359863
22/03/2005,1171.709961,4320.689941
23/03/2005,1172.530029,4317.200195
24/03/2005,1171.420044,4343.600098
28/03/2005,1174.280029,null
29/03/2005,1165.359985,4351.890137
30/03/2005,1181.410034,4347.52002
31/03/2005,1180.589966,4348.77002
01/04/2005,1172.920044,4373.529785
04/04/2005,1176.119995,4341.390137
05/04/2005,1181.390015,4362.609863
06/04/2005,1184.069946,4379.180176
07/04/2005,1191.140015,4389.52002
08/04/2005,1181.199951,4400.680176
11/04/2005,1181.209961,4396.089844
12/04/2005,1187.76001,4372.120117
13/04/2005,1173.790039,4405.689941
14/04/2005,1162.050049,4402.049805
15/04/2005,1142.619995,4312.25
18/04/2005,1145.97998,4202.200195
19/04/2005,1152.780029,4204.609863
20/04/2005,1137.5,4178.620117
21/04/2005,1159.949951,4193.700195
22/04/2005,1152.119995,4223.040039
25/04/2005,1162.099976,4246.959961
26/04/2005,1151.829956,4233.759766
27/04/2005,1156.380005,4189.02002
28/04/2005,1143.219971,4178.100098
29/04/2005,1156.849976,4184.839844
02/05/2005,1162.160034,4224.02002
03/05/2005,1161.170044,4245.540039
04/05/2005,1175.650024,4264.350098
05/05/2005,1172.630005,4299.509766
06/05/2005,1171.349976,4311.060059
09/05/2005,1178.839966,4292.410156
10/05/2005,1166.219971,4251.129883
11/05/2005,1171.109985,4244.160156
12/05/2005,1159.359985,4267.049805
13/05/2005,1154.050049,4275.700195
16/05/2005,1165.689941,4262.180176
17/05/2005,1173.800049,4251.77002
18/05/2005,1185.560059,4324.600098
19/05/2005,1191.079956,4360.419922
20/05/2005,1189.280029,4360.680176
23/05/2005,1193.859985,4406.950195
24/05/2005,1194.069946,4396.640137
25/05/2005,1190.01001,4389.540039
26/05/2005,1197.619995,4436.600098
27/05/2005,1198.780029,4444.709961
31/05/2005,1191.5,4460.629883
01/06/2005,1202.219971,4527.169922
02/06/2005,1204.290039,4532.169922
03/06/2005,1196.02002,4510.390137
06/06/2005,1197.51001,4497.259766
07/06/2005,1197.26001,4566.009766
08/06/2005,1194.670044,4557.290039
09/06/2005,1200.930054,4562.75
10/06/2005,1198.109985,4586.100098
13/06/2005,1200.819946,4599.209961
14/06/2005,1203.910034,4591.689941
15/06/2005,1206.579956,4548.419922
16/06/2005,1210.959961,4579.870117
17/06/2005,1216.959961,4604.569824
20/06/2005,1216.099976,4586.859863
21/06/2005,1213.609985,4608.109863
22/06/2005,1213.880005,4619.600098
23/06/2005,1200.72998,4627.47998
24/06/2005,1191.569946,4566.47998
27/06/2005,1190.689941,4523.819824
28/06/2005,1201.569946,4557.459961
29/06/2005,1199.849976,4583.629883
30/06/2005,1191.329956,4586.279785
01/07/2005,1194.439941,4617.069824
05/07/2005,1204.98999,4603.649902
06/07/2005,1194.939941,4615.490234
07/07/2005,1197.869995,4530.180176
08/07/2005,1211.859985,4597.970215
11/07/2005,1219.439941,4663.379883
12/07/2005,1222.209961,4653.029785
13/07/2005,1223.290039,4679.890137
14/07/2005,1226.5,4699.27002
15/07/2005,1227.920044,4712.899902
18/07/2005,1221.130005,4719.569824
19/07/2005,1229.349976,4770.540039
20/07/2005,1235.199951,4784.5
21/07/2005,1227.040039,4829.870117
22/07/2005,1233.680054,4836.899902
25/07/2005,1229.030029,4842.700195
26/07/2005,1231.160034,4843.490234
27/07/2005,1236.790039,4855.350098
28/07/2005,1243.719971,4892.5
29/07/2005,1234.180054,4886.5
01/08/2005,1235.349976,4890.850098
02/08/2005,1244.119995,4932.870117
03/08/2005,1245.040039,4923.120117
04/08/2005,1235.859985,4874.060059
05/08/2005,1226.420044,4827.180176
08/08/2005,1223.130005,4837.859863
09/08/2005,1231.380005,4909.47998
10/08/2005,1229.130005,4990.569824
11/08/2005,1237.810059,4953.930176
12/08/2005,1230.390015,4937.330078
15/08/2005,1233.869995,4922.339844
16/08/2005,1219.339966,4883.810059
17/08/2005,1220.23999,4871.459961
18/08/2005,1219.02002,4851.27002
19/08/2005,1219.709961,4929.910156
22/08/2005,1221.72998,4941.689941
23/08/2005,1217.589966,4917.740234
24/08/2005,1209.589966,4915.950195
25/08/2005,1212.369995,4856.009766
26/08/2005,1205.099976,4783.799805
29/08/2005,1212.280029,4812.240234
30/08/2005,1208.410034,4791.720215
31/08/2005,1220.329956,4829.689941
01/09/2005,1221.589966,4842.939941
02/09/2005,1218.02002,4837.810059
06/09/2005,1233.390015,4968.279785
07/09/2005,1236.359985,4988.140137
08/09/2005,1231.670044,4992.75
09/09/2005,1241.47998,5005.930176
12/09/2005,1240.560059,4989.97998
13/09/2005,1231.199951,4901.879883
14/09/2005,1227.160034,4911.169922
15/09/2005,1227.72998,4905.97998
16/09/2005,1237.910034,4986.5
19/09/2005,1231.02002,4926.129883
20/09/2005,1221.339966,4962.859863
21/09/2005,1210.199951,4875.220215
22/09/2005,1214.619995,4849.009766
23/09/2005,1215.290039,4882.580078
26/09/2005,1215.630005,4998.160156
27/09/2005,1215.660034,4965.879883
28/09/2005,1216.890015,5048.740234
29/09/2005,1227.680054,5021.169922
30/09/2005,1228.810059,5044.120117
03/10/2005,1226.699951,5082.069824
04/10/2005,1214.469971,5138.02002
05/10/2005,1196.390015,5069.419922
06/10/2005,1191.48999,5017.27002
07/10/2005,1195.900024,5007.77002
10/10/2005,1187.329956,5022.790039
11/10/2005,1184.869995,5032.459961
12/10/2005,1177.680054,4981.77002
13/10/2005,1176.839966,4950.069824
14/10/2005,1186.569946,4975.560059
17/10/2005,1190.099976,4978.830078
18/10/2005,1178.140015,4947.180176
19/10/2005,1195.76001,4845.97998
20/10/2005,1177.800049,4864.25
21/10/2005,1179.589966,4838.399902
24/10/2005,1199.380005,4901.790039
25/10/2005,1196.540039,4872.970215
26/10/2005,1191.380005,4900.790039
27/10/2005,1178.900024,4806.049805
28/10/2005,1198.410034,4825.640137
31/10/2005,1207.01001,4929.069824
01/11/2005,1202.76001,4922.549805
02/11/2005,1214.76001,4954.830078
03/11/2005,1219.939941,5011
04/11/2005,1220.140015,4995.240234
07/11/2005,1222.810059,5024.200195
08/11/2005,1218.589966,5008.830078
09/11/2005,1220.650024,5011.379883
10/11/2005,1230.959961,5015.549805
11/11/2005,1234.719971,5090.75
14/11/2005,1233.76001,5092.430176
15/11/2005,1229.01001,5110.609863
16/11/2005,1231.209961,5081.459961
17/11/2005,1242.800049,5099.720215
18/11/2005,1248.27002,5123.5
21/11/2005,1254.849976,5170.609863
22/11/2005,1261.22998,5174.720215
23/11/2005,1265.609985,5196.080078
25/11/2005,1268.25,5194.27002
28/11/2005,1257.459961,5176.589844
29/11/2005,1257.47998,5199.47998
30/11/2005,1249.47998,5193.399902
01/12/2005,1264.670044,5266.549805
02/12/2005,1265.079956,5307.990234
05/12/2005,1262.089966,5266.859863
06/12/2005,1263.699951,5300.850098
07/12/2005,1257.369995,5266.75
08/12/2005,1255.839966,5286.75
09/12/2005,1259.369995,5282.129883
12/12/2005,1260.430054,5301.209961
13/12/2005,1267.430054,5310.279785
14/12/2005,1272.73999,5286.759766
15/12/2005,1270.939941,5295.819824
